Student/File,CircularLine.hpp,ThrowTheBall.hpp,AzimuthMonitoring.hpp,Inchworm.hpp,StreetParking.hpp,EggCartons.hpp,PartySeats.hpp,DownloadingFiles.hpp,InchWorm.hpp,inchworm.hpp,DownloadingFile.hpp,ChangingString.hpp,getAzimuth.hpp
s034,,"week1-19/s034/ThrowTheBall.hpp:5:7: Rule9 Violated: Code that is never executed.
","week1-19/s034/AzimuthMonitoring.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s034/AzimuthMonitoring.hpp:13:3: Rule11 Violated: Variable declared in loop.
","week1-19/s034/Inchworm.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s034/Inchworm.hpp:10:3: Rule11 Violated: Variable declared in loop.
","week1-19/s034/StreetParking.hpp:13:4: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s034/StreetParking.hpp:15:5: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s034/StreetParking.hpp:17:6: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s034/StreetParking.hpp:19:7: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s034/StreetParking.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s034/StreetParking.hpp:11:3: Rule11 Violated: Variable declared in loop.
","week1-19/s034/EggCartons.hpp:4:7: Rule9 Violated: Code that is never executed.
",,"week1-19/s034/DownloadingFiles.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s034/DownloadingFiles.hpp:10:3: Rule11 Violated: Variable declared in loop.
",,,,,
s002,,"week1-19/s002/ThrowTheBall.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s002/ThrowTheBall.hpp:15:5: Rule11 Violated: Variable declared in loop.
week1-19/s002/ThrowTheBall.hpp:46:7: Rule11 Violated: Variable declared in loop.
",,"week1-19/s002/Inchworm.hpp:6:7: Rule9 Violated: Code that is never executed.
",,"week1-19/s002/EggCartons.hpp:7:7: Rule9 Violated: Code that is never executed.
","week1-19/s002/PartySeats.hpp:67:14: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s002/PartySeats.hpp:73:16: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s002/PartySeats.hpp:28:5: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s002/PartySeats.hpp:32:5: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s002/PartySeats.hpp:8:7: Rule9 Violated: Code that is never executed.
week1-19/s002/PartySeats.hpp:17:5: Rule11 Violated: Variable declared in loop.
week1-19/s002/PartySeats.hpp:60:5: Rule11 Violated: Variable declared in loop.
week1-19/s002/PartySeats.hpp:61:7: Rule11 Violated: Variable declared in loop.
","week1-19/s002/DownloadingFiles.hpp:8:7: Rule9 Violated: Code that is never executed.
week1-19/s002/DownloadingFiles.hpp:24:5: Rule11 Violated: Variable declared in loop.
week1-19/s002/DownloadingFiles.hpp:42:7: Rule11 Violated: Variable declared in loop.
week1-19/s002/DownloadingFiles.hpp:57:5: Rule11 Violated: Variable declared in loop.
",,,,,
s005,"week1-19/s005/CircularLine.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s005/CircularLine.hpp:25:3: Rule11 Violated: Variable declared in loop.
week1-19/s005/CircularLine.hpp:31:3: Rule11 Violated: Variable declared in loop.
week1-19/s005/CircularLine.hpp:33:4: Rule11 Violated: Variable declared in loop.
week1-19/s005/CircularLine.hpp:53:3: Rule11 Violated: Variable declared in loop.
",,"week1-19/s005/AzimuthMonitoring.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s005/AzimuthMonitoring.hpp:12:3: Rule11 Violated: Variable declared in loop.
","week1-19/s005/Inchworm.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s005/Inchworm.hpp:11:5: Rule11 Violated: Variable declared in loop.
",,"week1-19/s005/EggCartons.hpp:24:5: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s005/EggCartons.hpp:48:5: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s005/EggCartons.hpp:4:7: Rule9 Violated: Code that is never executed.
","week1-19/s005/PartySeats.hpp:15:7: Rule9 Violated: Code that is never executed.
week1-19/s005/PartySeats.hpp:25:3: Rule11 Violated: Variable declared in loop.
week1-19/s005/PartySeats.hpp:50:4: Rule11 Violated: Variable declared in loop.
week1-19/s005/PartySeats.hpp:56:4: Rule11 Violated: Variable declared in loop.
week1-19/s005/PartySeats.hpp:9:2: Rule11 Violated: Variable declared in loop.
",,,,,,
s018,,,,"week1-19/s018/Inchworm.hpp:3:7: Rule9 Violated: Code that is never executed.
",,,,,,,,,
s020,,"week1-19/s020/ThrowTheBall.hpp:3:7: Rule9 Violated: Code that is never executed.
",,"week1-19/s020/Inchworm.hpp:4:7: Rule9 Violated: Code that is never executed.
","week1-19/s020/StreetParking.hpp:5:7: Rule9 Violated: Code that is never executed.
","week1-19/s020/EggCartons.hpp:4:7: Rule9 Violated: Code that is never executed.
","week1-19/s020/PartySeats.hpp:8:7: Rule9 Violated: Code that is never executed.
",,,,,,
s016,,,"week1-19/s016/AzimuthMonitoring.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s016/AzimuthMonitoring.hpp:15:4: Rule11 Violated: Variable declared in loop.
","week1-19/s016/Inchworm.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s016/Inchworm.hpp:13:4: Rule11 Violated: Variable declared in loop.
","week1-19/s016/StreetParking.hpp:17:5: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s016/StreetParking.hpp:30:5: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s016/StreetParking.hpp:37:5: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s016/StreetParking.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s016/StreetParking.hpp:12:4: Rule11 Violated: Variable declared in loop.
","week1-19/s016/EggCartons.hpp:5:7: Rule9 Violated: Code that is never executed.
",,"week1-19/s016/DownloadingFiles.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s016/DownloadingFiles.hpp:16:4: Rule11 Violated: Variable declared in loop.
",,,,,
s029,,"week1-19/s029/ThrowTheBall.hpp:3:7: Rule9 Violated: Code that is never executed.
",,"week1-19/s029/Inchworm.hpp:3:7: Rule9 Violated: Code that is never executed.
week1-19/s029/Inchworm.hpp:9:3: Rule11 Violated: Variable declared in loop.
","week1-19/s029/StreetParking.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s029/StreetParking.hpp:10:9: Rule11 Violated: Variable declared in loop.
week1-19/s029/StreetParking.hpp:34:9: Rule11 Violated: Variable declared in loop.
","week1-19/s029/EggCartons.hpp:3:7: Rule9 Violated: Code that is never executed.
","week1-19/s029/PartySeats.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s029/PartySeats.hpp:18:5: Rule11 Violated: Variable declared in loop.
week1-19/s029/PartySeats.hpp:37:5: Rule11 Violated: Variable declared in loop.
","week1-19/s029/DownloadingFiles.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s029/DownloadingFiles.hpp:11:7: Rule11 Violated: Variable declared in loop.
",,,,,
s011,"week1-19/s011/CircularLine.hpp:29:7: Rule9 Violated: Code that is never executed.
week1-19/s011/CircularLine.hpp:35:3: Rule11 Violated: Variable declared in loop.
week1-19/s011/CircularLine.hpp:36:4: Rule11 Violated: Variable declared in loop.
",,,,,"week1-19/s011/EggCartons.hpp:16:4: Rule9 Violated: Code that is never executed.
week1-19/s011/EggCartons.hpp:21:4: Rule9 Violated: Code that is never executed.
week1-19/s011/EggCartons.hpp:25:4: Rule9 Violated: Code that is never executed.
week1-19/s011/EggCartons.hpp:29:4: Rule9 Violated: Code that is never executed.
week1-19/s011/EggCartons.hpp:6:7: Rule9 Violated: Code that is never executed.
","week1-19/s011/PartySeats.hpp:51:32: Rule8 Violated: The block associated with the IF (or ELSE) has no statements (or self-assignment).
week1-19/s011/PartySeats.hpp:57:35: Rule8 Violated: The block associated with the IF (or ELSE) has no statements (or self-assignment).
week1-19/s011/PartySeats.hpp:25:7: Rule9 Violated: Code that is never executed.
week1-19/s011/PartySeats.hpp:17:8: Rule9 Violated: Code that is never executed.
week1-19/s011/PartySeats.hpp:9:6: Rule9 Violated: Code that is never executed.
week1-19/s011/PartySeats.hpp:51:4: Rule11 Violated: Variable declared in loop.
week1-19/s011/PartySeats.hpp:57:4: Rule11 Violated: Variable declared in loop.
","week1-19/s011/DownloadingFiles.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s011/DownloadingFiles.hpp:13:3: Rule11 Violated: Variable declared in loop.
",,"week1-19/s011/inchworm.hpp:17:7: Rule9 Violated: Code that is never executed.
",,,
s045,,"week1-19/s045/ThrowTheBall.hpp:3:7: Rule9 Violated: Code that is never executed.
week1-19/s045/ThrowTheBall.hpp:11:3: Rule11 Violated: Variable declared in loop.
",,"week1-19/s045/Inchworm.hpp:1:7: Rule9 Violated: Code that is never executed.
week1-19/s045/Inchworm.hpp:8:3: Rule11 Violated: Variable declared in loop.
",,"week1-19/s045/EggCartons.hpp:1:7: Rule9 Violated: Code that is never executed.
week1-19/s045/EggCartons.hpp:33:3: Rule11 Violated: Variable declared in loop.
","week1-19/s045/PartySeats.hpp:27:10: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s045/PartySeats.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s045/PartySeats.hpp:11:3: Rule11 Violated: Variable declared in loop.
week1-19/s045/PartySeats.hpp:51:3: Rule11 Violated: Variable declared in loop.
week1-19/s045/PartySeats.hpp:76:3: Rule11 Violated: Variable declared in loop.
","week1-19/s045/DownloadingFiles.hpp:12:3: Rule8 Violated: The block associated with the IF (or ELSE) has no statements (or self-assignment).
week1-19/s045/DownloadingFiles.hpp:3:7: Rule9 Violated: Code that is never executed.
week1-19/s045/DownloadingFiles.hpp:12:3: Rule11 Violated: Variable declared in loop.
",,,,,
s089,,,,"week1-19/s089/Inchworm.hpp:15:7: Rule9 Violated: Code that is never executed.
week1-19/s089/Inchworm.hpp:32:3: Rule11 Violated: Variable declared in loop.
","week1-19/s089/StreetParking.hpp:19:6: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s089/StreetParking.hpp:23:6: Rule9 Violated: Code that is never executed.
week1-19/s089/StreetParking.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s089/StreetParking.hpp:9:3: Rule11 Violated: Variable declared in loop.
week1-19/s089/StreetParking.hpp:34:3: Rule11 Violated: Variable declared in loop.
week1-19/s089/StreetParking.hpp:41:3: Rule11 Violated: Variable declared in loop.
","week1-19/s089/EggCartons.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s089/EggCartons.hpp:20:3: Rule11 Violated: Variable declared in loop.
","week1-19/s089/PartySeats.hpp:7:7: Rule9 Violated: Code that is never executed.
week1-19/s089/PartySeats.hpp:24:3: Rule11 Violated: Variable declared in loop.
week1-19/s089/PartySeats.hpp:45:3: Rule11 Violated: Variable declared in loop.
week1-19/s089/PartySeats.hpp:51:3: Rule11 Violated: Variable declared in loop.
","week1-19/s089/DownloadingFiles.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s089/DownloadingFiles.hpp:16:3: Rule11 Violated: Variable declared in loop.
week1-19/s089/DownloadingFiles.hpp:26:3: Rule11 Violated: Variable declared in loop.
week1-19/s089/DownloadingFiles.hpp:32:4: Rule11 Violated: Variable declared in loop.
week1-19/s089/DownloadingFiles.hpp:51:3: Rule11 Violated: Variable declared in loop.
",,,,,
s042,,,"week1-19/s042/AzimuthMonitoring.hpp:34:7: Rule9 Violated: Code that is never executed.
week1-19/s042/AzimuthMonitoring.hpp:43:7: Rule9 Violated: Code that is never executed.
week1-19/s042/AzimuthMonitoring.hpp:46:7: Rule9 Violated: Code that is never executed.
week1-19/s042/AzimuthMonitoring.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s042/AzimuthMonitoring.hpp:22:4: Rule11 Violated: Variable declared in loop.
","week1-19/s042/Inchworm.hpp:3:7: Rule9 Violated: Code that is never executed.
",,"week1-19/s042/EggCartons.hpp:3:7: Rule9 Violated: Code that is never executed.
","week1-19/s042/PartySeats.hpp:41:4: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s042/PartySeats.hpp:42:4: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s042/PartySeats.hpp:8:7: Rule9 Violated: Code that is never executed.
week1-19/s042/PartySeats.hpp:23:4: Rule11 Violated: Variable declared in loop.
","week1-19/s042/DownloadingFiles.hpp:8:7: Rule9 Violated: Code that is never executed.
week1-19/s042/DownloadingFiles.hpp:23:4: Rule11 Violated: Variable declared in loop.
week1-19/s042/DownloadingFiles.hpp:34:4: Rule11 Violated: Variable declared in loop.
week1-19/s042/DownloadingFiles.hpp:45:5: Rule11 Violated: Variable declared in loop.
",,,,,
s074,,"week1-19/s074/ThrowTheBall.hpp:9:7: Rule9 Violated: Code that is never executed.
","week1-19/s074/AzimuthMonitoring.hpp:10:7: Rule9 Violated: Code that is never executed.
week1-19/s074/AzimuthMonitoring.hpp:14:3: Rule11 Violated: Variable declared in loop.
","week1-19/s074/Inchworm.hpp:7:7: Rule9 Violated: Code that is never executed.
",,"week1-19/s074/EggCartons.hpp:7:7: Rule9 Violated: Code that is never executed.
",,"week1-19/s074/DownloadingFiles.hpp:9:7: Rule9 Violated: Code that is never executed.
week1-19/s074/DownloadingFiles.hpp:15:3: Rule11 Violated: Variable declared in loop.
",,,,,
s080,,"week1-19/s080/ThrowTheBall.hpp:3:7: Rule9 Violated: Code that is never executed.
week1-19/s080/ThrowTheBall.hpp:14:3: Rule11 Violated: Variable declared in loop.
week1-19/s080/ThrowTheBall.hpp:47:3: Rule11 Violated: Variable declared in loop.
","week1-19/s080/AzimuthMonitoring.hpp:8:7: Rule9 Violated: Code that is never executed.
","week1-19/s080/Inchworm.hpp:3:7: Rule9 Violated: Code that is never executed.
","week1-19/s080/StreetParking.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s080/StreetParking.hpp:15:2: Rule11 Violated: Variable declared in loop.
week1-19/s080/StreetParking.hpp:21:2: Rule11 Violated: Variable declared in loop.
week1-19/s080/StreetParking.hpp:69:2: Rule11 Violated: Variable declared in loop.
","week1-19/s080/EggCartons.hpp:5:7: Rule9 Violated: Code that is never executed.
",,"week1-19/s080/DownloadingFiles.hpp:5:7: Rule9 Violated: Code that is never executed.
",,,,,
s087,,"week1-19/s087/ThrowTheBall.hpp:25:5: and week1-19/s087/ThrowTheBall.hpp:36:5 Rule7 Violated: Repeated statement(s) in branches of conditional statement (could be taken out).
week1-19/s087/ThrowTheBall.hpp:29:7: and week1-19/s087/ThrowTheBall.hpp:32:7 Rule7 Violated: Repeated statement(s) in branches of conditional statement (could be taken out).
week1-19/s087/ThrowTheBall.hpp:40:7: and week1-19/s087/ThrowTheBall.hpp:43:7 Rule7 Violated: Repeated statement(s) in branches of conditional statement (could be taken out).
week1-19/s087/ThrowTheBall.hpp:3:7: Rule9 Violated: Code that is never executed.
week1-19/s087/ThrowTheBall.hpp:8:3: Rule11 Violated: Variable declared in loop.
",,"week1-19/s087/Inchworm.hpp:3:7: Rule9 Violated: Code that is never executed.
","week1-19/s087/StreetParking.hpp:23:9: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s087/StreetParking.hpp:28:9: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s087/StreetParking.hpp:3:7: Rule9 Violated: Code that is never executed.
week1-19/s087/StreetParking.hpp:9:5: Rule11 Violated: Variable declared in loop.
week1-19/s087/StreetParking.hpp:11:9: Rule11 Violated: Variable declared in loop.
week1-19/s087/StreetParking.hpp:35:5: Rule11 Violated: Variable declared in loop.
","week1-19/s087/EggCartons.hpp:7:9: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s087/EggCartons.hpp:1:7: Rule9 Violated: Code that is never executed.
week1-19/s087/EggCartons.hpp:5:5: Rule11 Violated: Variable declared in loop.
week1-19/s087/EggCartons.hpp:6:7: Rule11 Violated: Variable declared in loop.
",,"week1-19/s087/DownloadingFiles.hpp:21:12: Rule1 Violated: No need to check if Boolean variable is equal to true or false.
week1-19/s087/DownloadingFiles.hpp:23:18: Rule1 Violated: No need to check if Boolean variable is equal to true or false.
week1-19/s087/DownloadingFiles.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s087/DownloadingFiles.hpp:12:5: Rule11 Violated: Variable declared in loop.
week1-19/s087/DownloadingFiles.hpp:16:7: Rule11 Violated: Variable declared in loop.
week1-19/s087/DownloadingFiles.hpp:32:5: Rule11 Violated: Variable declared in loop.
week1-19/s087/DownloadingFiles.hpp:33:7: Rule11 Violated: Variable declared in loop.
week1-19/s087/DownloadingFiles.hpp:46:5: Rule11 Violated: Variable declared in loop.
week1-19/s087/DownloadingFiles.hpp:48:7: Rule11 Violated: Variable declared in loop.
",,,,,
s073,,"week1-19/s073/ThrowTheBall.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s073/ThrowTheBall.hpp:12:5: Rule11 Violated: Variable declared in loop.
week1-19/s073/ThrowTheBall.hpp:13:5: Rule12 Violated: Consider refactoring the loop to remove the initial 'if' condition.
",,"week1-19/s073/Inchworm.hpp:5:7: Rule9 Violated: Code that is never executed.
","week1-19/s073/StreetParking.hpp:22:6: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s073/StreetParking.hpp:25:7: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s073/StreetParking.hpp:44:6: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s073/StreetParking.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s073/StreetParking.hpp:14:4: Rule11 Violated: Variable declared in loop.
","week1-19/s073/EggCartons.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s073/EggCartons.hpp:13:5: Rule11 Violated: Variable declared in loop.
",,"week1-19/s073/DownloadingFiles.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s073/DownloadingFiles.hpp:18:5: Rule11 Violated: Variable declared in loop.
week1-19/s073/DownloadingFiles.hpp:26:6: Rule11 Violated: Variable declared in loop.
",,,,,
s010,"week1-19/s010/CircularLine.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s010/CircularLine.hpp:13:4: Rule11 Violated: Variable declared in loop.
week1-19/s010/CircularLine.hpp:18:4: Rule11 Violated: Variable declared in loop.
week1-19/s010/CircularLine.hpp:19:5: Rule11 Violated: Variable declared in loop.
week1-19/s010/CircularLine.hpp:30:6: Rule11 Violated: Variable declared in loop.
week1-19/s010/CircularLine.hpp:31:5: Rule11 Violated: Variable declared in loop.
week1-19/s010/CircularLine.hpp:63:4: Rule11 Violated: Variable declared in loop.
week1-19/s010/CircularLine.hpp:64:5: Rule11 Violated: Variable declared in loop.
week1-19/s010/CircularLine.hpp:72:3: Rule11 Violated: Variable declared in loop.
",,,"week1-19/s010/Inchworm.hpp:3:7: Rule9 Violated: Code that is never executed.
week1-19/s010/Inchworm.hpp:10:3: Rule11 Violated: Variable declared in loop.
","week1-19/s010/StreetParking.hpp:18:74: Rule8 Violated: The block associated with the IF (or ELSE) has no statements (or self-assignment).
week1-19/s010/StreetParking.hpp:23:75: Rule8 Violated: The block associated with the IF (or ELSE) has no statements (or self-assignment).
week1-19/s010/StreetParking.hpp:28:50: Rule8 Violated: The block associated with the IF (or ELSE) has no statements (or self-assignment).
week1-19/s010/StreetParking.hpp:35:50: Rule8 Violated: The block associated with the IF (or ELSE) has no statements (or self-assignment).
week1-19/s010/StreetParking.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s010/StreetParking.hpp:12:3: Rule11 Violated: Variable declared in loop.
","week1-19/s010/EggCartons.hpp:3:7: Rule9 Violated: Code that is never executed.
week1-19/s010/EggCartons.hpp:18:4: Rule11 Violated: Variable declared in loop.
",,"week1-19/s010/DownloadingFiles.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s010/DownloadingFiles.hpp:16:4: Rule11 Violated: Variable declared in loop.
week1-19/s010/DownloadingFiles.hpp:25:5: Rule11 Violated: Variable declared in loop.
week1-19/s010/DownloadingFiles.hpp:53:4: Rule11 Violated: Variable declared in loop.
",,,,,
s017,,"week1-19/s017/ThrowTheBall.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s017/ThrowTheBall.hpp:14:7: Rule11 Violated: Variable declared in loop.
","week1-19/s017/AzimuthMonitoring.hpp:14:31: Rule8 Violated: The block associated with the IF (or ELSE) has no statements (or self-assignment).
week1-19/s017/AzimuthMonitoring.hpp:24:31: Rule8 Violated: The block associated with the IF (or ELSE) has no statements (or self-assignment).
week1-19/s017/AzimuthMonitoring.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s017/AzimuthMonitoring.hpp:12:5: Rule11 Violated: Variable declared in loop.
","week1-19/s017/Inchworm.hpp:3:7: Rule9 Violated: Code that is never executed.
week1-19/s017/Inchworm.hpp:8:5: Rule11 Violated: Variable declared in loop.
","week1-19/s017/StreetParking.hpp:3:7: Rule9 Violated: Code that is never executed.
","week1-19/s017/EggCartons.hpp:3:7: Rule9 Violated: Code that is never executed.
",,,,,,,
s028,,"week1-19/s028/ThrowTheBall.hpp:5:7: Rule9 Violated: Code that is never executed.
","week1-19/s028/AzimuthMonitoring.hpp:7:7: Rule9 Violated: Code that is never executed.
week1-19/s028/AzimuthMonitoring.hpp:12:4: Rule11 Violated: Variable declared in loop.
","week1-19/s028/Inchworm.hpp:5:7: Rule9 Violated: Code that is never executed.
","week1-19/s028/StreetParking.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s028/StreetParking.hpp:11:4: Rule11 Violated: Variable declared in loop.
","week1-19/s028/EggCartons.hpp:4:7: Rule9 Violated: Code that is never executed.
",,,,,,,
s021,"week1-19/s021/CircularLine.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s021/CircularLine.hpp:12:9: Rule11 Violated: Variable declared in loop.
",,"week1-19/s021/AzimuthMonitoring.hpp:7:7: Rule9 Violated: Code that is never executed.
week1-19/s021/AzimuthMonitoring.hpp:13:9: Rule11 Violated: Variable declared in loop.
",,,"week1-19/s021/EggCartons.hpp:2:7: Rule9 Violated: Code that is never executed.
","week1-19/s021/PartySeats.hpp:7:7: Rule9 Violated: Code that is never executed.
week1-19/s021/PartySeats.hpp:27:9: Rule11 Violated: Variable declared in loop.
week1-19/s021/PartySeats.hpp:53:9: Rule11 Violated: Variable declared in loop.
week1-19/s021/PartySeats.hpp:59:9: Rule11 Violated: Variable declared in loop.
","week1-19/s021/DownloadingFiles.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s021/DownloadingFiles.hpp:14:9: Rule11 Violated: Variable declared in loop.
",,,,,
s026,,"week1-19/s026/ThrowTheBall.hpp:3:7: Rule9 Violated: Code that is never executed.
week1-19/s026/ThrowTheBall.hpp:26:4: Rule11 Violated: Variable declared in loop.
","week1-19/s026/AzimuthMonitoring.hpp:7:7: Rule9 Violated: Code that is never executed.
week1-19/s026/AzimuthMonitoring.hpp:11:3: Rule11 Violated: Variable declared in loop.
","week1-19/s026/Inchworm.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s026/Inchworm.hpp:12:5: Rule11 Violated: Variable declared in loop.
",,"week1-19/s026/EggCartons.hpp:19:2: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s026/EggCartons.hpp:22:2: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s026/EggCartons.hpp:3:7: Rule9 Violated: Code that is never executed.
","week1-19/s026/PartySeats.hpp:5:7: Rule9 Violated: Code that is never executed.
",,,,,,
s019,,"week1-19/s019/ThrowTheBall.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s019/ThrowTheBall.hpp:13:3: Rule11 Violated: Variable declared in loop.
",,"week1-19/s019/Inchworm.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s019/Inchworm.hpp:10:5: Rule11 Violated: Variable declared in loop.
","week1-19/s019/StreetParking.hpp:15:4: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s019/StreetParking.hpp:16:4: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s019/StreetParking.hpp:16:4: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s019/StreetParking.hpp:17:4: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s019/StreetParking.hpp:17:4: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s019/StreetParking.hpp:18:4: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s019/StreetParking.hpp:18:4: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s019/StreetParking.hpp:19:4: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s019/StreetParking.hpp:9:7: Rule9 Violated: Code that is never executed.
week1-19/s019/StreetParking.hpp:13:3: Rule11 Violated: Variable declared in loop.
","week1-19/s019/EggCartons.hpp:6:7: Rule9 Violated: Code that is never executed.
",,"week1-19/s019/DownloadingFiles.hpp:8:7: Rule9 Violated: Code that is never executed.
week1-19/s019/DownloadingFiles.hpp:14:3: Rule11 Violated: Variable declared in loop.
",,,,,
s072,,"week1-19/s072/ThrowTheBall.hpp:1:7: Rule9 Violated: Code that is never executed.
week1-19/s072/ThrowTheBall.hpp:8:9: Rule11 Violated: Variable declared in loop.
","week1-19/s072/AzimuthMonitoring.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s072/AzimuthMonitoring.hpp:16:9: Rule11 Violated: Variable declared in loop.
week1-19/s072/AzimuthMonitoring.hpp:31:17: Rule11 Violated: Variable declared in loop.
","week1-19/s072/Inchworm.hpp:3:7: Rule9 Violated: Code that is never executed.
",,"week1-19/s072/EggCartons.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s072/EggCartons.hpp:19:13: Rule11 Violated: Variable declared in loop.
",,"week1-19/s072/DownloadingFiles.hpp:27:20: Rule1 Violated: No need to check if Boolean variable is equal to true or false.
week1-19/s072/DownloadingFiles.hpp:7:7: Rule9 Violated: Code that is never executed.
week1-19/s072/DownloadingFiles.hpp:18:9: Rule11 Violated: Variable declared in loop.
week1-19/s072/DownloadingFiles.hpp:25:13: Rule11 Violated: Variable declared in loop.
week1-19/s072/DownloadingFiles.hpp:54:9: Rule11 Violated: Variable declared in loop.
",,,,,
